GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Shanghai-Gas_Combustion_Turbine_RC-13158,2045,484343,4657,.
Shanghai-Offshore_Wind-13152,2045,1152087,11475,.
Shanghai-Residential_PV-309,2045,902962,9030,.
Shanghai-Wind-1068,2045,750914,7479,.
Shanghai-Wind-1069,2045,750914,7479,.
Shanghai-Wind-1072,2045,750914,7479,.
Sichuan-Battery_Storage-11176,2045,504883,4560,85000
Sichuan-Central_PV-515,2045,504000,5040,.
Sichuan-Central_PV-516,2045,504000,5040,.
Sichuan-Central_PV-517,2045,504000,5040,.
Sichuan-Central_PV-518,2045,504000,5040,.
Sichuan-Central_PV-519,2045,504000,5040,.
Sichuan-Central_PV-520,2045,504000,5040,.
Sichuan-Central_PV-521,2045,504000,5040,.
Sichuan-Coal_1000_RC-12687,2045,578592,5309,.
Sichuan-Coal_1000_RC-12697,2045,578592,5309,.
Sichuan-Coal_1000_RC-12707,2045,578592,5309,.
Sichuan-Coal_1000_RC-12717,2045,578592,5309,.
Sichuan-Coal_300_RC-12691,2045,630091,6059,.
Sichuan-Coal_300_RC-12701,2045,630091,6059,.
Sichuan-Coal_300_RC-12711,2045,630091,6059,.
Sichuan-Coal_300_RC-12721,2045,630091,6059,.
Sichuan-Coal_600_RC-12689,2045,582951,5349,.
Sichuan-Coal_600_RC-12699,2045,582951,5349,.
Sichuan-Coal_600_RC-12709,2045,582951,5349,.
Sichuan-Coal_600_RC-12719,2045,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2045,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2045,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2045,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2045,1634880,15000,.
Sichuan-Commercial_PV-115,2045,630000,6300,.
Sichuan-Commercial_PV-116,2045,630000,6300,.
Sichuan-Commercial_PV-117,2045,630000,6300,.
Sichuan-Commercial_PV-118,2045,630000,6300,.
Sichuan-Commercial_PV-119,2045,630000,6300,.
Sichuan-Commercial_PV-120,2045,630000,6300,.
Sichuan-Commercial_PV-121,2045,630000,6300,.
Sichuan-Gas_CCGT_RC-12695,2045,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2045,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2045,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2045,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2045,484343,4657,.
Sichuan-Nuclear_SMR-13089,2045,4034304,36000,.
Sichuan-Residential_PV-315,2045,902962,9030,.
Sichuan-Residential_PV-316,2045,902962,9030,.
Sichuan-Residential_PV-317,2045,902962,9030,.
Sichuan-Residential_PV-318,2045,902962,9030,.
Sichuan-Residential_PV-319,2045,902962,9030,.
Sichuan-Residential_PV-320,2045,902962,9030,.
Sichuan-Residential_PV-321,2045,902962,9030,.
Sichuan-Wind-1049,2045,750914,7479,.
Sichuan-Wind-1066,2045,750914,7479,.
Sichuan-Wind-1200,2045,750914,7479,.
Zhejiang-Battery_Storage-11181,2045,504883,4560,85000
Zhejiang-Central_PV-547,2045,504000,5040,.
Zhejiang-Central_PV-548,2045,504000,5040,.
Zhejiang-Central_PV-549,2045,504000,5040,.
Zhejiang-Central_PV-550,2045,504000,5040,.
Zhejiang-Central_PV-551,2045,504000,5040,.
Zhejiang-Coal_1000_OT-12063,2045,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2045,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2045,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2045,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2045,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2045,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2045,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2045,578584,5309,.
Zhejiang-Coal_300_OT-12067,2045,591611,5689,.
Zhejiang-Coal_300_RC-12039,2045,630091,6059,.
Zhejiang-Coal_300_RC-12049,2045,630091,6059,.
Zhejiang-Coal_300_RC-12075,2045,630091,6059,.
Zhejiang-Coal_300_RC-12093,2045,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2045,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2045,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2045,630084,6059,.
Zhejiang-Coal_600_OT-12065,2045,572364,5251,.
Zhejiang-Coal_600_RC-12037,2045,582951,5349,.
Zhejiang-Coal_600_RC-12047,2045,582951,5349,.
Zhejiang-Coal_600_RC-12073,2045,582951,5349,.
Zhejiang-Coal_600_RC-12091,2045,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2045,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2045,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2045,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2045,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2045,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2045,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2045,1634880,15000,.
Zhejiang-Commercial_PV-147,2045,630000,6300,.
Zhejiang-Commercial_PV-148,2045,630000,6300,.
Zhejiang-Commercial_PV-149,2045,630000,6300,.
Zhejiang-Commercial_PV-150,2045,630000,6300,.
Zhejiang-Commercial_PV-151,2045,630000,6300,.
Zhejiang-Gas_CCGT_OT-12069,2045,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2045,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2045,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2045,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2045,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2045,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2045,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2045,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2045,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2045,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2045,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2045,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2045,1152087,11475,.
Zhejiang-Residential_PV-347,2045,902962,9030,.
Zhejiang-Residential_PV-348,2045,902962,9030,.
Zhejiang-Residential_PV-349,2045,902962,9030,.
Zhejiang-Residential_PV-350,2045,902962,9030,.
Zhejiang-Residential_PV-351,2045,902962,9030,.
Zhejiang-Wind-1048,2045,750914,7479,.
Zhejiang-Wind-1051,2045,750914,7479,.
Zhejiang-Wind-1053,2045,750914,7479,.
Zhejiang-Wind-1054,2045,750914,7479,.
Zhejiang-Wind-1056,2045,750914,7479,.
Zhejiang-Wind-1059,2045,750914,7479,.
Zhejiang-Wind-1061,2045,750914,7479,.
Zhejiang-Wind-1065,2045,750914,7479,.
Zhejiang-Wind-1067,2045,750914,7479,.
Zhejiang-Wind-1157,2045,750914,7479,.
Anhui-Battery_Storage-11177,2050,465024,4200,75000
Anhui-Central_PV-401,2050,480000,4800,.
Anhui-Central_PV-402,2050,480000,4800,.
Anhui-Central_PV-403,2050,480000,4800,.
Anhui-Central_PV-404,2050,480000,4800,.
Anhui-Coal_1000_OT-12107,2050,549787,5044,.
Anhui-Coal_1000_RC-12115,2050,578592,5309,.
Anhui-Coal_1000_RC-12125,2050,578592,5309,.
Anhui-Coal_300_OT-12111,2050,591611,5689,.
Anhui-Coal_300_RC-12119,2050,630091,6059,.
Anhui-Coal_300_RC-12129,2050,630091,6059,.
Anhui-Coal_600_OT-12109,2050,572364,5251,.
Anhui-Coal_600_RC-12117,2050,582951,5349,.
Anhui-Coal_600_RC-12127,2050,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2050,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2050,1634880,15000,.
Anhui-Commercial_PV-2,2050,600000,6000,.
Anhui-Commercial_PV-3,2050,600000,6000,.
Anhui-Commercial_PV-4,2050,600000,6000,.
Anhui-Gas_CCGT_OT-12113,2050,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2050,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2050,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2050,484343,4657,.
Anhui-Nuclear_SMR-13106,2050,4034304,36000,.
Anhui-Residential_PV-201,2050,842473,8425,.
Anhui-Residential_PV-202,2050,842473,8425,.
Anhui-Residential_PV-203,2050,842473,8425,.
Anhui-Residential_PV-204,2050,842473,8425,.
Anhui-Wind-1081,2050,724923,7220,.
Anhui-Wind-1082,2050,724923,7220,.
Anhui-Wind-1083,2050,724923,7220,.
Anhui-Wind-1155,2050,724923,7220,.
Anhui-Wind-1158,2050,724923,7220,.
Fujian-Battery_Storage-11178,2050,465024,4200,75000
Fujian-Central_PV-407,2050,480000,4800,.
Fujian-Central_PV-408,2050,480000,4800,.
Fujian-Central_PV-409,2050,480000,4800,.
Fujian-Central_PV-410,2050,480000,4800,.
Fujian-Central_PV-411,2050,480000,4800,.
Fujian-Central_PV-600,2050,480000,4800,.
Fujian-Coal_1000_OT-12153,2050,549787,5044,.
Fujian-Coal_1000_RC-12135,2050,578592,5309,.
Fujian-Coal_1000_RC-12161,2050,578592,5309,.
Fujian-Coal_1000_RC-12171,2050,578592,5309,.
Fujian-Coal_1000_SEA-12145,2050,578584,5309,.
Fujian-Coal_1000_SEA-12181,2050,578584,5309,.
Fujian-Coal_300_OT-12157,2050,591611,5689,.
Fujian-Coal_300_RC-12139,2050,630091,6059,.
Fujian-Coal_300_RC-12165,2050,630091,6059,.
Fujian-Coal_300_RC-12175,2050,630091,6059,.
Fujian-Coal_300_SEA-12149,2050,630084,6059,.
Fujian-Coal_300_SEA-12185,2050,630084,6059,.
Fujian-Coal_600_OT-12155,2050,572364,5251,.
Fujian-Coal_600_RC-12137,2050,582951,5349,.
Fujian-Coal_600_RC-12163,2050,582951,5349,.
Fujian-Coal_600_RC-12173,2050,582951,5349,.
Fujian-Coal_600_SEA-12147,2050,582944,5349,.
Fujian-Coal_600_SEA-12183,2050,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2050,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2050,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2050,1634880,15000,.
Fujian-Commercial_PV-10,2050,600000,6000,.
Fujian-Commercial_PV-11,2050,600000,6000,.
Fujian-Commercial_PV-200,2050,600000,6000,.
Fujian-Commercial_PV-7,2050,600000,6000,.
Fujian-Commercial_PV-8,2050,600000,6000,.
Fujian-Commercial_PV-9,2050,600000,6000,.
Fujian-Gas_CCGT_OT-12159,2050,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2050,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2050,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2050,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2050,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2050,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2050,484343,4657,.
Fujian-Nuclear_SEA-13125,2050,2140637,18000,.
Fujian-Nuclear_SEA-13130,2050,2140637,18000,.
Fujian-Nuclear_SMR-13123,2050,4034304,36000,.
Fujian-Offshore_Wind-13118,2050,1067248,10630,.
Fujian-Residential_PV-207,2050,842473,8425,.
Fujian-Residential_PV-208,2050,842473,8425,.
Fujian-Residential_PV-209,2050,842473,8425,.
Fujian-Residential_PV-210,2050,842473,8425,.
Fujian-Residential_PV-211,2050,842473,8425,.
Fujian-Residential_PV-400,2050,842473,8425,.
Fujian-Wind-1021,2050,724923,7220,.
Fujian-Wind-1022,2050,724923,7220,.
Fujian-Wind-1024,2050,724923,7220,.
Fujian-Wind-1029,2050,724923,7220,.
Fujian-Wind-1035,2050,724923,7220,.
Fujian-Wind-1042,2050,724923,7220,.
Fujian-Wind-1044,2050,724923,7220,.
Jiangsu-Battery_Storage-11179,2050,465024,4200,75000
Jiangsu-Central_PV-474,2050,480000,4800,.
Jiangsu-Central_PV-475,2050,480000,4800,.
Jiangsu-Central_PV-476,2050,480000,4800,.
Jiangsu-Central_PV-477,2050,480000,4800,.
Jiangsu-Central_PV-478,2050,480000,4800,.
Jiangsu-Central_PV-570,2050,480000,4800,.
Jiangsu-Central_PV-571,2050,480000,4800,.
Jiangsu-Coal_1000_OT-11937,2050,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2050,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2050,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2050,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2050,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2050,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2050,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2050,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2050,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2050,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2050,578584,5309,.
Jiangsu-Coal_300_OT-11941,2050,591611,5689,.
Jiangsu-Coal_300_OT-11959,2050,591611,5689,.
Jiangsu-Coal_300_OT-11977,2050,591611,5689,.
Jiangsu-Coal_300_OT-12003,2050,591611,5689,.
Jiangsu-Coal_300_OT-12021,2050,591611,5689,.
Jiangsu-Coal_300_RC-11949,2050,630091,6059,.
Jiangsu-Coal_300_RC-11967,2050,630091,6059,.
Jiangsu-Coal_300_RC-11985,2050,630091,6059,.
Jiangsu-Coal_300_RC-12011,2050,630091,6059,.
Jiangsu-Coal_300_RC-12029,2050,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2050,630084,6059,.
Jiangsu-Coal_600_OT-11939,2050,572364,5251,.
Jiangsu-Coal_600_OT-11957,2050,572364,5251,.
Jiangsu-Coal_600_OT-11975,2050,572364,5251,.
Jiangsu-Coal_600_OT-12001,2050,572364,5251,.
Jiangsu-Coal_600_OT-12019,2050,572364,5251,.
Jiangsu-Coal_600_RC-11947,2050,582951,5349,.
Jiangsu-Coal_600_RC-11965,2050,582951,5349,.
Jiangsu-Coal_600_RC-11983,2050,582951,5349,.
Jiangsu-Coal_600_RC-12009,2050,582951,5349,.
Jiangsu-Coal_600_RC-12027,2050,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2050,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2050,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2050,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2050,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2050,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2050,1634880,15000,.
Jiangsu-Commercial_PV-129,2050,600000,6000,.
Jiangsu-Commercial_PV-170,2050,600000,6000,.
Jiangsu-Commercial_PV-74,2050,600000,6000,.
Jiangsu-Commercial_PV-75,2050,600000,6000,.
Jiangsu-Commercial_PV-76,2050,600000,6000,.
Jiangsu-Commercial_PV-77,2050,600000,6000,.
Jiangsu-Commercial_PV-78,2050,600000,6000,.
Jiangsu-Gas_CCGT_OT-11943,2050,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2050,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2050,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2050,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2050,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2050,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2050,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2050,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2050,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2050,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2050,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2050,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2050,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2050,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2050,1067248,10630,.
Jiangsu-Residential_PV-274,2050,842473,8425,.
Jiangsu-Residential_PV-275,2050,842473,8425,.
Jiangsu-Residential_PV-276,2050,842473,8425,.
Jiangsu-Residential_PV-277,2050,842473,8425,.
Jiangsu-Residential_PV-278,2050,842473,8425,.
Jiangsu-Residential_PV-357,2050,842473,8425,.
Jiangsu-Residential_PV-370,2050,842473,8425,.
Jiangsu-Wind-1078,2050,724923,7220,.
Jiangsu-Wind-1079,2050,724923,7220,.
Jiangsu-Wind-1080,2050,724923,7220,.
Jiangsu-Wind-1084,2050,724923,7220,.
Jiangsu-Wind-1085,2050,724923,7220,.
Jiangsu-Wind-1088,2050,724923,7220,.
Jiangsu-Wind-1089,2050,724923,7220,.
Jiangsu-Wind-1092,2050,724923,7220,.
Jiangsu-Wind-1093,2050,724923,7220,.
Jiangsu-Wind-1094,2050,724923,7220,.
Jiangsu-Wind-1096,2050,724923,7220,.
Jiangsu-Wind-1159,2050,724923,7220,.
Shanghai-Battery_Storage-11180,2050,465024,4200,75000
Shanghai-Central_PV-509,2050,480000,4800,.
Shanghai-Coal_1000_OT-11911,2050,549787,5044,.
Shanghai-Coal_1000_RC-11919,2050,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2050,578584,5309,.
Shanghai-Coal_300_OT-11915,2050,591611,5689,.
Shanghai-Coal_300_RC-11923,2050,630091,6059,.
Shanghai-Coal_300_SEA-11933,2050,630084,6059,.
Shanghai-Coal_600_OT-11913,2050,572364,5251,.
Shanghai-Coal_600_RC-11921,2050,582951,5349,.
Shanghai-Coal_600_SEA-11931,2050,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2050,1634880,15000,.
Shanghai-Commercial_PV-109,2050,600000,6000,.
Shanghai-Gas_CCGT_OT-11917,2050,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2050,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2050,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2050,484343,4657,.
Shanghai-Offshore_Wind-13152,2050,1067248,10630,.
Shanghai-Residential_PV-309,2050,842473,8425,.
Shanghai-Wind-1068,2050,724923,7220,.
Shanghai-Wind-1069,2050,724923,7220,.
Shanghai-Wind-1072,2050,724923,7220,.
Sichuan-Battery_Storage-11176,2050,465024,4200,75000
Sichuan-Central_PV-515,2050,480000,4800,.
Sichuan-Central_PV-516,2050,480000,4800,.
Sichuan-Central_PV-517,2050,480000,4800,.
Sichuan-Central_PV-518,2050,480000,4800,.
Sichuan-Central_PV-519,2050,480000,4800,.
Sichuan-Central_PV-520,2050,480000,4800,.
Sichuan-Central_PV-521,2050,480000,4800,.
Sichuan-Coal_1000_RC-12687,2050,578592,5309,.
Sichuan-Coal_1000_RC-12697,2050,578592,5309,.
Sichuan-Coal_1000_RC-12707,2050,578592,5309,.
Sichuan-Coal_1000_RC-12717,2050,578592,5309,.
Sichuan-Coal_300_RC-12691,2050,630091,6059,.
Sichuan-Coal_300_RC-12701,2050,630091,6059,.
Sichuan-Coal_300_RC-12711,2050,630091,6059,.
Sichuan-Coal_300_RC-12721,2050,630091,6059,.
Sichuan-Coal_600_RC-12689,2050,582951,5349,.
Sichuan-Coal_600_RC-12699,2050,582951,5349,.
Sichuan-Coal_600_RC-12709,2050,582951,5349,.
Sichuan-Coal_600_RC-12719,2050,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2050,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2050,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2050,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2050,1634880,15000,.
Sichuan-Commercial_PV-115,2050,600000,6000,.
Sichuan-Commercial_PV-116,2050,600000,6000,.
Sichuan-Commercial_PV-117,2050,600000,6000,.
Sichuan-Commercial_PV-118,2050,600000,6000,.
Sichuan-Commercial_PV-119,2050,600000,6000,.
Sichuan-Commercial_PV-120,2050,600000,6000,.
Sichuan-Commercial_PV-121,2050,600000,6000,.
Sichuan-Gas_CCGT_RC-12695,2050,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2050,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2050,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2050,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2050,484343,4657,.
Sichuan-Nuclear_SMR-13089,2050,4034304,36000,.
Sichuan-Residential_PV-315,2050,842473,8425,.
Sichuan-Residential_PV-316,2050,842473,8425,.
Sichuan-Residential_PV-317,2050,842473,8425,.
Sichuan-Residential_PV-318,2050,842473,8425,.
Sichuan-Residential_PV-319,2050,842473,8425,.
Sichuan-Residential_PV-320,2050,842473,8425,.
Sichuan-Residential_PV-321,2050,842473,8425,.
Sichuan-Wind-1049,2050,724923,7220,.
Sichuan-Wind-1066,2050,724923,7220,.
Sichuan-Wind-1200,2050,724923,7220,.
Zhejiang-Battery_Storage-11181,2050,465024,4200,75000
Zhejiang-Central_PV-547,2050,480000,4800,.
Zhejiang-Central_PV-548,2050,480000,4800,.
Zhejiang-Central_PV-549,2050,480000,4800,.
Zhejiang-Central_PV-550,2050,480000,4800,.
Zhejiang-Central_PV-551,2050,480000,4800,.
Zhejiang-Coal_1000_OT-12063,2050,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2050,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2050,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2050,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2050,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2050,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2050,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2050,578584,5309,.
Zhejiang-Coal_300_OT-12067,2050,591611,5689,.
Zhejiang-Coal_300_RC-12039,2050,630091,6059,.
Zhejiang-Coal_300_RC-12049,2050,630091,6059,.
Zhejiang-Coal_300_RC-12075,2050,630091,6059,.
Zhejiang-Coal_300_RC-12093,2050,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2050,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2050,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2050,630084,6059,.
Zhejiang-Coal_600_OT-12065,2050,572364,5251,.
Zhejiang-Coal_600_RC-12037,2050,582951,5349,.
Zhejiang-Coal_600_RC-12047,2050,582951,5349,.
Zhejiang-Coal_600_RC-12073,2050,582951,5349,.
Zhejiang-Coal_600_RC-12091,2050,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2050,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2050,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2050,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2050,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2050,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2050,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2050,1634880,15000,.
Zhejiang-Commercial_PV-147,2050,600000,6000,.
Zhejiang-Commercial_PV-148,2050,600000,6000,.
Zhejiang-Commercial_PV-149,2050,600000,6000,.
Zhejiang-Commercial_PV-150,2050,600000,6000,.
Zhejiang-Commercial_PV-151,2050,600000,6000,.
Zhejiang-Gas_CCGT_OT-12069,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2050,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2050,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2050,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2050,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2050,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2050,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2050,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2050,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2050,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2050,1067248,10630,.
Zhejiang-Residential_PV-347,2050,842473,8425,.
Zhejiang-Residential_PV-348,2050,842473,8425,.
Zhejiang-Residential_PV-349,2050,842473,8425,.
Zhejiang-Residential_PV-350,2050,842473,8425,.
Zhejiang-Residential_PV-351,2050,842473,8425,.
Zhejiang-Wind-1048,2050,724923,7220,.
Zhejiang-Wind-1051,2050,724923,7220,.
Zhejiang-Wind-1053,2050,724923,7220,.
Zhejiang-Wind-1054,2050,724923,7220,.
Zhejiang-Wind-1056,2050,724923,7220,.
Zhejiang-Wind-1059,2050,724923,7220,.
Zhejiang-Wind-1061,2050,724923,7220,.
Zhejiang-Wind-1065,2050,724923,7220,.
Zhejiang-Wind-1067,2050,724923,7220,.
Zhejiang-Wind-1157,2050,724923,7220,.
Anhui-Battery_Storage-11177,2020,1485958,13421,400000
Anhui-Central_PV-401,2020,1200000,12000,.
Anhui-Central_PV-402,2020,1200000,12000,.
Anhui-Central_PV-403,2020,1200000,12000,.
Anhui-Central_PV-404,2020,1200000,12000,.
Anhui-Coal_1000_OT-12107,2020,549787,5044,.
Anhui-Coal_1000_RC-12115,2020,578592,5309,.
Anhui-Coal_1000_RC-12125,2020,578592,5309,.
Anhui-Coal_300_OT-12111,2020,591611,5689,.
Anhui-Coal_300_RC-12119,2020,630091,6059,.
Anhui-Coal_300_RC-12129,2020,630091,6059,.
Anhui-Coal_600_OT-12109,2020,572364,5251,.
Anhui-Coal_600_RC-12117,2020,582951,5349,.
Anhui-Coal_600_RC-12127,2020,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2020,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2020,1634880,15000,.
Anhui-Commercial_PV-2,2020,1500000,15000,.
Anhui-Commercial_PV-3,2020,1500000,15000,.
Anhui-Commercial_PV-4,2020,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2020,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2020,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2020,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2020,484343,4657,.
Anhui-Nuclear_SMR-13106,2020,4034304,36000,.
Anhui-Residential_PV-201,2020,2398125,23981,.
Anhui-Residential_PV-202,2020,2398125,23981,.
Anhui-Residential_PV-203,2020,2398125,23981,.
Anhui-Residential_PV-204,2020,2398125,23981,.
Anhui-Wind-1081,2020,1129443,11249,.
Anhui-Wind-1082,2020,1129443,11249,.
Anhui-Wind-1083,2020,1129443,11249,.
Anhui-Wind-1155,2020,1129443,11249,.
Anhui-Wind-1158,2020,1129443,11249,.
Fujian-Battery_Storage-11178,2020,1485958,13421,400000
Fujian-Central_PV-407,2020,1200000,12000,.
Fujian-Central_PV-408,2020,1200000,12000,.
Fujian-Central_PV-409,2020,1200000,12000,.
Fujian-Central_PV-410,2020,1200000,12000,.
Fujian-Central_PV-411,2020,1200000,12000,.
Fujian-Central_PV-600,2020,1200000,12000,.
Fujian-Coal_1000_OT-12153,2020,549787,5044,.
Fujian-Coal_1000_RC-12135,2020,578592,5309,.
Fujian-Coal_1000_RC-12161,2020,578592,5309,.
Fujian-Coal_1000_RC-12171,2020,578592,5309,.
Fujian-Coal_1000_SEA-12145,2020,578584,5309,.
Fujian-Coal_1000_SEA-12181,2020,578584,5309,.
Fujian-Coal_300_OT-12157,2020,591611,5689,.
Fujian-Coal_300_RC-12139,2020,630091,6059,.
Fujian-Coal_300_RC-12165,2020,630091,6059,.
Fujian-Coal_300_RC-12175,2020,630091,6059,.
Fujian-Coal_300_SEA-12149,2020,630084,6059,.
Fujian-Coal_300_SEA-12185,2020,630084,6059,.
